langcode,type,status,uid,title,created,changed,default_langcode,metatag,path,rh_action,rh_redirect,rh_redirect_response,rh_redirect_fallback_action,publish_on,unpublish_on,menu_link,body,field_faq_category,field_question
"en","faq_question","1","16","Where can I find the Enercare Protection Plans Terms and Conditions?","1568751703","1568751867","1","","en","","","","","","","","https://www.enercare.ca/sites/default/files/assets/library/pdfs/enercare-plan-terms-and-conditions.pdf
","171","Where can I find the Enercare Protection Plans Terms and Conditions?
"
"en","faq_question","1","16","What is hard water?","1568752487","1568752504","1","","en","","","","","","","","Hard water has high mineral content. Hard water minerals primarily consist of positively charged calcium (Ca2+), and magnesium (Mg2+) metal ions, and sometimes other dissolved compounds such as bicarbonates and sulfates.
","226","What is hard water?"
"en","faq_question","1","16","How does hard water affect your home/water heater?","1568752511","1568752543","1","","en","","","","","","","","In many places across Ontario, ground water comes into contact with sufficient concentrations of calcium and magnesium. The harder the water, the more problems homeowners will encounter in terms of scale buildup in their pipes, regular and tankless water heaters, and dishwashers. Scale buildup can make water heater and dishwasher units less energy efficient while shortening the life of equipment and clogging your faucets and taps. Hard water can also cause water spotting while lessening the effectiveness of soap and detergent. Producing soft water from hard water involves a process called ion exchange.
","226","How does hard water affect your home/water heater?"
"en","faq_question","1","16","How can I best maintain my water heater?","1568752551","1568752569","1","","en","","","","","","","","Install a water softener into your home. The resin or mineral inside the brine tank is specially designed to remove the “hard” particles of lime and calcium, by a simple ion exchange process. This will help to prevent sediment and scale build up in your water heater keeping it in the best shape possible.
","226","How can I best maintain my water heater?"
"en","faq_question","1","16","How does a water softener work?","1568752576","1568752595","1","","en","","","","","","","","A concentrated solution of sodium/salt (brine tank) is flushed through beads, also called resin. The resin beads inside the softener tank have a different or opposite electrical charge than the dissolved particles of the incoming water. Because of this electrical charge difference, the dissolved particles suspended in your water will cling to the resin beads on contact, thereby ridding the water of these particles, causing the water exiting the unit to be “soft”. The resin has a limit on the amount of hardness particles it can hold, which is why there are many different sizes of softeners and also why regeneration or brining is required.
","226","How does a water softener work?"
"en","faq_question","1","16","Do you know how old your water heater is? Here's how to check:","1568816207","1568816437","1","","en","","","","","","","","
	Locate the rating plate (sticker) on your tank.
	The rating plate will have listed:
	
		The model number of the tank
		The serial number of the tank
		The date the tank was manufactured
	
	


Note: if the date is a series of numbers and letters, you may have to visit the manufacturers' website guide.

Although the average useful life expectancy of a water heater is approximately 16 years, some tanks can last longer and others can last less. Below are some warning signs to look out for:


	Rusty water coming from the water heater/piping
	Rumbling or odd sounds coming from the water heater
	Water leakage around the tank

","226","Do you know how old your water heater is? Here's how to check:"
"en","faq_question","1","16","There are many different types of water heaters. See our guide below to know which is right for your home:","1568816459","1568817703","1","","en","","","","","","","","Conventional Vents (CV) Starting from $15.99/month:


	Are installed mostly in homes built previous to 2000 (and usually have a built in chimney) making them one of the more commonly used water heaters in Ontario.
	Keep a reservoir of hot water available at all times so that when you turn on the tap, it's ready to use.
	Require an exit drain near the base of tank (usually in basement).
	Are good for high volume hot water applications.
	Can be fueled by either natural gas or propane gas.


Power Vents (PV) Starting from $26.49/month:


	Are installed mostly in homes built after 1995, homes with no chimney or homes that have converted from another water heating source making them one of the more commonly used water heaters in Ontario.
	Blower motor is attached to the tank and pushes exhaust gas outside the home via the side wall.
	Usually provide long venting lengths.
	Can be fueled by either natural gas or propane gas.


Direct Vents (DV) Starting from $29.64/month:


	Are used where there is insufficient combustible air/where air is unsuitable for combustion (ie. bedroom or bathroom installations).


Power Direct Vents (PDV) Starting from $32.93/month:


	Are similar to DV but instead use a two-pipe system for venting.


Electric Water Heaters Starting from $13.49/month:


	Use heating coils instead of natural gas to provide hot water for home.


Tankless Water Heaters Starting from $40.99/month:


	Do not contain storage tanks and fit compactly on a wall mount.
	Heat up on demand and deliver an endless supply of hot water by regulating water flow.
	Use less energy than conventional units, making them more efficient and environmentally friendly.


Condensing Water Heaters Starting from $43.75/month:


	Are similar to conventional units in that they both burn gas, exhaust flues and store hot water in an insulated tank.
	Exhaust gas and condensate exits through outlet at bottom of tank.
	Use less energy than conventional units because of how heat is transferred to water making them more efficient and environmentally friendly.

","226","There are many different types of water heaters. See our guide below to know which is right for your home:"
"en","faq_question","1","41","Enercare Smarter Home FAQ - General - Can more than one person have the app?","1568823702","1568825255","1","","en","","","","","","","","Yes, all members of your household will be able to download and access the app.
","176","Can more than one person have the app?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Can I change the language on the Smart Home Hub?","1568824524","1568825229","1","","en","","","","","","","","Yes. Simply log in to the Smarter Home User Portal and select “Settings” from the left-hand window. Next, select “Login Information” and then “Language Preference”. Select your preferred language, then press “Save”.
","176","Can I change the language on the Smart Home Hub?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Who do I contact if I experience a problem with a device?","1568824634","1568825206","1","","en","","","","","","","","If you have issues or questions, contact our Smarter Home customer support centre at 1 833-99-SMART (1 833-997-6278).
","176","Who do I contact if I experience a problem with a device?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Who is responsible for the repair and maintenance of the devices?","1568824953","1568825186","1","","en","","","","","","","","Enercare is responsible for repairing your Smarter Home products. If your devices are still under warranty, repairs are at no cost to you.
","176","Who is responsible for the repair and maintenance of the devices?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Who will install the devices in my home?","1568825267","1568825326","1","","en","","","","","","","","Your Smarter Home devices will be installed by an Enercare Smarter Home technician.
","176","Who will install the devices in my home?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Can I build a custom solution for my family’s needs?","1568825393","1568825438","1","","en","","","","","","","","No, as it is not necessary. Enercare Smarter Home is already designed with a curated ecosystem, to ensure that different devices can work together and exchange information seamlessly.","176","Can I build a custom solution for my family’s needs?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - General - Can I just have a leak sensor?","1568825445","1568825535","1","","en","","","","","","","","No, the leak sensor is only available through the Smarter Home Essentials Plan, which comes with a leak sensor as well as a thermostat and a hub.
","","Can I just have a leak sensor?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - How do I change from Celsius to Fahrenheit, and vice-versa?vices?","1568825542","1568825894","1","","en","","","","","","","","&amp;nbsp;


	
	Log in to the website
	
	
	Click Settings
	
	
	Click Account Management
	
	
	Click System Information
	
	
	Select the desired temperature scale using the Temperature Units dropdown menu
	
	
	Click Update
	


&amp;nbsp;
","191","How do I change from Celsius to Fahrenheit, and vice-versa?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - Does the Smart Thermostat support multi-stage systems?","1568826003","1568826077","1","","en","","","","","","","","Yes, your Smart Thermostat is compatible with up to three stages of heating and two stages of cooling.","","Does the Smart Thermostat support multi-stage systems?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - What is a multistage system?","1568826083","1568826179","1","","en","","","","","","","","Multistage systems use more than one level of heating or cooling (for example, high, medium and low) to save energy and keep the house at a more constant temperature. You set the temperature and the system automatically adjusts the level of heating or cooling. The system will use the lowest level needed to arrive at the right temperature.

Single-stage systems have only one level of heating or cooling and need to turn on and off much more frequently to maintain a constant temperature. This uses more energy than multistage systems and results in more temperature fluctuation.
","191","What is a multistage system?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - How do I tell if I have a multistage system?","1568826253","1568826314","1","","en","","","","","","","","Your Enercare Energy Management Consultant will be able to tell you by performing an inspection in person.","191","How do I tell if I have a multistage system?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC -Is a multistage system the same thing as a multi-zone system?","1568819119","1568828470","1","","en","","","","","","","","No. A system can have multiple zones without having multiple stages, and vice versa.","191","Is a multistage system the same thing as a multi-zone system?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - Does the Smart Thermostat support systems with multiple zones?","1568828704","1568828770","1","","en","","","","","","","","Yes, the Smart Thermostat supports systems with more than one zone. If you have more than one thermostat in your home, you have a zoned system.","191","Does the Smart Thermostat support systems with multiple zones?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - What is a multi-zoned system?","1568828777","1568828858","1","","en","","","","","","","","An HVAC system that has multiple zones means that different areas of the home can be heated or cooled separately. This can be done using separate thermostats for each zone or by using a damper in the ductwork to direct hot or cool air to the selected zone.
","191","What is a multi-zoned system?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - What are variable-speed HVAC systems, and is the Smart Thermostat compatible with them?","1568828866","1568828939","1","","en","","","","","","","","Variable-speed systems change the fan speed to push more or less hot or cool air through the vents. The Smart Thermostat can control many variable-speed HVAC systems that use standard 24-volt wiring (for example, with R, G, Y, W, C wiring). However, there are some exceptions. Certain variable-speed HVAC systems use proprietary communication between the thermostat and the main HVAC system to enable variable-speed control, which limits their compatibility with other thermostats.

Your Enercare Energy Management Consultant can inspect your HVAC system and let you know if it is compatible with our Smart Thermostat.
","","What are variable-speed HVAC systems, and is the Smart Thermostat compatible with them?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - Can the Smart Thermostat control my home’s humidifier or dehumidifier?","1568828952","1568829015","1","","en","","","","","","","","This feature is still in development. When it becomes available, it will be added to your features through an app update.","191","Can the Smart Thermostat control my home’s humidifier or dehumidifier?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - What is the expected battery life of the Smart Thermostat?","1568829148","1568829198","1","","en","","","","","","","","With typical use, the Smart Thermostat will last well over one year.","","What is the expected battery life of the Smart Thermostat?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - How can I lock my Smart Thermostat so that target temperatures can only be adjusted within a certain range?","1568829204","1568829285","1","","en","","","","","","","","This can be set up on the Smart Thermostat configuration page under the “User” tab. You can get to the Smart Thermostat configuration page by clicking the gear icon on a thermostat’s card in the mobile app, then clicking on “Advanced Configuration”.","191","How can I lock my Smart Thermostat so that target temperatures can only be adjusted within a certain range?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - Can I set my Smart Thermostat so that it can only be controlled by people who have access to our Smarter Home app, and not manually?","1568829311","1570483387","1","","en","","","","","","","","Local control of the thermostat can be disabled on the Smart Thermostat configuration page under the “User” tab. In the “Thermostat Lock” column, select “Partial” to allow manual temperature changes but disallow mode changes. Select “Enabled” to prevent anyone from using the Smart Thermostat to change either the mode or temperature. You can get to the Smart Thermostat configuration page by clicking the gear icon, then clicking on “Advanced Configuration”.
","191","Can I set my Smart Thermostat so that it can only be controlled by people who have access to our Smarter Home app, and not manually?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Thermostat &amp; HVAC - Where do I go to set up a thermostat schedule?","1568829431","1568829505","1","","en","","","","","","","","You can set up a schedule for your Smart Thermostat at www.alarm.com/CAN/Enercare. Navigate to the Thermostats page, then click on the gear icon on the Smart Thermostat card. From there, you’ll click on the Edit Schedule link to set up a schedule. Once you’ve set up your schedule, make sure that you also have Schedule mode turned ON.
","","Where do I go to set up a thermostat schedule?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Water - Is there a Water Management add-on?","1568829514","1568829586","1","","en","","","","","","","","Yes, the Whole Home package is needed for the Water Management solution.","196","Is there a Water Management add-on?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Water - Can water alarm sensors be installed without the Water Valve add-on?","1568829599","1568829674","1","","en","","","","","","","","Yes. Water alarm sensors, or leak detectors, can be installed without the Water Valve add-on and will still provide you with notifications if a leak is detected.","196","Can water alarm sensors be installed without the Water Valve add-on?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Water - Do water shut-off rules run locally on the hub?","1568829680","1568829775","1","","en","","","","","","","","Yes, once created, a water shut-off rule is stored locally on the Smarter Home Hub. This ensures a faster response when a leak is detected and means only local communication is needed in order for the rule to run.","196","Do water shut-off rules run locally on the hub?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - What are the core video features?","1568829790","1568829914","1","","en","","","","","","","","View live video through your web browser login, Enercare Smarter Home app or through any mobile web browser.

Flexible choice of triggers to initiate recordings and optional notifications:


	Motion-triggered (built into the camera)
	Event-triggered-based on contact sensors and locks


Recordings can be attached to email/text notifications for immediate review on computers and compatible mobile phones. Recorded clips can be played back through the web and on the Smarter Home mobile site, through compatible mobile phones.
Connects to customer Local Area Network through Ethernet or WiFi.
&amp;nbsp;
","201","What are the core video features?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - How much bandwidth should my Internet connection have?","1568829931","1568830014","1","","en","","","","","","","","We recommend that you have 200-250 kbps of upload bandwidth per camera. NOTE: This is the upload, not the download speed of the network. You can test this by running a speed test while on your local network from: www.speedtest.net If your upload bandwidth is lower than recommended, the cameras may still work, but the live view may look “jumpy” as the frame rate will be reduced as a result of the upload bandwidth limitation. If your Internet bandwidth is too low, you can contact your Internet Service Provider to find out how to increase your upload bandwidth.
","201","How much bandwidth should my Internet connection have?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - Will the video features work with any camera or webcam?","1568830022","1568830671","1","","en","","","","","","","","No, only Enercare Smarter Home IP cameras are supported.","","Will the video features work with any camera or webcam?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - Which web browsers can be used to view live and recorded video?","1568830677","1568830714","1","","en","","","","","","","","All video features are available on Firefox, Safari and Chrome on both Windows and Macintosh computers.","201","Which web browsers can be used to view live and recorded video?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - What kinds of cell phones support live video?","1568830719","1568830792","1","","en","","","","","","","","Streaming of live video is available on your Enercare Smarter Home app, available for iPhone and Android phones. Additionally, any web-enabled cell phone with an HTML browser can view real-time live images. Streaming video is also available on some phones with full HTML browsers.

Please note, data charges by your service provider can be significant for using video features on cell phones when you are not connected to a WiFi network.
","201","What kinds of cell phones support live video?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - What kinds of cell phones support video-clip attachments to emails/text messages?","1568830850","1568830933","1","","en","","","","","","","","Video-enabled cell phones can also view recorded clips and receive video-clip email attachments of new video events, if the service provider allows video emails.
Please note, data charges by your service provider can be significant for using video features on cell phones when you are not connected to a WiFi network.","","What kinds of cell phones support video-clip attachments to emails/text messages?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - Do I need to install any software on my computer?","1568830940","1568831026","1","","en","","","","","","","","Your browser will need to download an ActiveX control or Java Applet plug-in to view live video. If you do not already have this, your browser should automatically prompt you to install it when you access the site.

A Flash plug-in is required on all browsers to view recorded video clips. No plug-ins or applications are needed for the mobile site.","201","Do I need to install any software on my computer?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Camera - How is my privacy ensured?","1568831032","1568831100","1","","en","","","","","","","","The cameras use password protection to prevent access from outside the Enercare website, with the Enercare cameras employing advanced MD5-based “digest authentication” for user authentication. More simply, it’s the same kind of technology that banks use to ensure your privacy and security.
You can see all cameras associated with the account, and additional logins created for the account can be assigned permission to see the cameras as required.
","201","How is my privacy ensured?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - How much video can I record?","1568831109","1568831189","1","","en","","","","","","","","A standard account provides 1,000 clips of online storage (shared by all cameras). Each clip is treated the same regardless of its length, recording resolution or quality.
","206","How much video can I record?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - How long is each recording?","1568831209","1568831256","1","","en","","","","","","","","Camera-triggered recordings can be configured from 15 seconds to 40 seconds, in 5-second increments.
","206","How long is each recording?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - How much video can be uploaded in a month?","1568831290","1568831340","1","","en","","","","","","","","With a standard account, 1,000 clips can be uploaded per month. Once this number is exceeded, the recording schedule for motion and activation of the doorbell will not be uploaded. At the beginning of the next month another 1,000 videos can be uploaded, however, the account holder is required to remove the pause. This can be found under Video &gt; Recording schedules.
","201","How much video can be uploaded in a month?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - What happens when my video storage is full?","1568831347","1568831419","1","","en","","","","","","","","After the storage limit is reached, the system will overwrite the oldest unsaved recordings (unprotected videos can be overwritten by new videos) to make room for the newest recordings.","206","What happens when my video storage is full?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - What if I want to save a recorded clip?","1568831434","1568831485","1","","en","","","","","","","","You can save any particular clip by downloading it to your computer or by marking it “Protected” on the Saved Video Clips page. This will prevent it from being automatically overwritten when the storage limit is met.","206","What if I want to save a recorded clip?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - How many days will my recorded clips last before they are overwritten?","1568831492","1568831550","1","","en","","","","","","","","This depends on the recording frequency and video quality settings. It can range from a few hours to a few weeks. Careful camera placement and Video Motion Detection (VMD) window configuration will reduce unwanted recordings and optimize use of online storage capacity.
","206","How many days will my recorded clips last before they are overwritten?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C -In what formats are snapshots and video clips saved?","1568831594","1568831680","1","","en","","","","","","","","The snapshots are saved as JPEG images (.JPEG or .jpg) files, which can be viewed in most image programs.
The recorded video clips can be saved as .MOV, .AVI or .MP4 files.
","206","In what formats are snapshots and video clips saved?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video C - Can I hit a manual button to prompt the system to begin recording a clip?","1568831688","1568831733","1","","en","","","","","","","","Yes, the manually recorded clip will save 10-15 seconds of footage before and 10-15 seconds after the button is pressed.","206","Can I hit a manual button to prompt the system to begin recording a clip?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R- What is the frame rate for recorded video?","1568831739","1568831784","1","","en","","","","","","","","Video clips are recorded at 3 frames per second (FPS) by default, but you can choose from 1, 2, 3 or 5 frames per second. Some cameras have a maximum record rate of 3 FPS at their highest recording resolution.","211","What is the frame rate for recorded video?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R - What is the frame rate for live video?","1568831791","1568832108","1","","en","","","","","","","","Enercare cameras stream live video as fast as the network permits, with an upper limit of 10 frames per second (FPS).

On a local LAN, the 10 FPS may be achieved, but the frame rate will likely be slower if the available bandwidth is not high enough, is shared by multiple cameras or is shared by multiple simultaneous viewers. Reducing resolution or image quality will increase the FPS when viewing live video from remote connections.
","211","What is the frame rate for live video?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R - Will the video use up all of my network’s bandwidth?","1568831864","1568832131","1","","en","","","","","","","","The cameras do not consume any bandwidth unless they are uploading recorded video or someone is actively looking at live video.
","211","Will the video use up all of my network’s bandwidth?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R - How many users can look at the live video stream simultaneously?","1568831918","1568832146","1","","en","","","","","","","","&amp;nbsp;

Each camera supports up to 10 simultaneous viewers.

&amp;nbsp;
","211","How many users can look at the live video stream simultaneously?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R - Can Video Motion Detection ignore parts of the scene?","1568831962","1568832022","1","","en","","","","","","","","Yes. Enercare cameras allow you to define up to three separate windows to monitor for motion, called Video Motion Detection (VMD) windows. Motion outside of these windows is ignored, so false recordings are minimized. This applies to the indoor and outdoor camera only and not to the video doorbell.","211","Can Video Motion Detection ignore parts of the scene?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Video R -How well can my Enercare cameras see in the dark?","1568832031","1568832086","1","","en","","","","","","","","The outdoor camera has integrated infrared (IR) illuminators that allow you to see up to 40 feet from the camera in complete darkness.
","211","How well can my Enercare cameras see in the dark?
"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Wireless - What kind of wireless security is available on these cameras?","1568832180","1568832234","1","","en","","","","","","","","Our cameras support WEP wireless encryption along with the newer WPA Personal and WPA2 Personal encryption.","216","What kind of wireless security is available on these cameras?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Wireless - What is the wireless range on the cameras?","1568832241","1568832287","1","","en","","","","","","","","It depends on the type of building and the internal location where the cameras are installed, but the wireless range is typically about 100 feet. In this case, there would not be an unusual amount of walls in between the camera and wireless router. Of course, the closer the camera is to the router, and the fewer obstructions, the better.","216","What is the wireless range on the cameras?"
"en","faq_question","1","41","Enercare Smarter Home FAQs - Smart Away - How do I set up my Smart Away location(s)?","1568832293","1568832361","1","","en","","","","","","","","To take advantage of Smart Away functionality, follow these simple steps on your Enercare Smarter Home mobile app:


	
	Enable Smart Away on one or more devices by logging in to the app from an Apple or Android device and enable “Geo-Services” under the Settings menu.
	
	
	To view and manage Smart Away (Geo-Services) online, go to Settings &amp;gt; Geo-Services &amp;gt; Add a Fence to view and edit Smart Away locations on your account. A “Home” location will be created by default around the system address.
	
	
	Set up geo-enabled rules or notifications. Once Smart Away locations are set up, apply these settings to various rules and notifications via the web.
	

","221","How do I set up my Smart Away location(s)?"
"en","faq_question","1","41","Water Treatment FAQ - What is Regeneration? ","1570206738","1570208994","1","","en","","","","","","","","Regeneration occurs when a concentrated solution of sodium/salt (brine tank) is flushed through the beads and “scrubs” them, removing the calcium/magnesium ions and flushing them out of the system. The brine tank is also flushed of any excess salt and then refills itself. When the system is regenerating, soft water cannot be produced, so the process may be scheduled during off-peak times (e.g. between 2 am to 4 am) as determined by the homeowner.
","256","What is regeneration?
"
"en","faq_question","1","41","Water Treatment FAQ - Buyout Table","1570207904","1571770133","1","","en","","","","","","","","You can learn the terms of our water softener buyout agreement in this PDF&amp;nbsp;table.&amp;nbsp;
","256","How Do I Buy Out of My Water Softener Agreement?
"
"en","faq_question","1","41","Water Treatment FAQ - Schedule Regeneration","1570209003","1570210621","1","","en","","","","","","","","There are two ways you can schedule your system for regeneration:


	On a fixed schedule (e.g. every 5 days). This method is based on old technology which uses more salt and consumes more electricity.
	Based on the amount of water processed by the water softener. This method triggers a regeneration cycle based on consumption when the resin cannot bond with the calcium/magnesium anymore because it is saturated. Enercare’s water softeners use this method.

","256","How do I schedule a regeneration?
"
"en","faq_question","1","41","Water Treatment FAQ - Softener Salt Types","1570210629","1570210784","1","","en","","","","","","","","We recommend buying water softening salt for your water softener that is very clean with high purity, around 99.5% salt content. All softeners can also use Potassium Chloride in place of salt. &amp;nbsp;Using impure salt may cause the injectors in the control valve to clog which will require the expense of a technician to have it fixed.
","256","What kind of salt can I use for my water softener?
"
"en","faq_question","1","41","Water Treatment FAQ - How much salt","1570210790","1570210925","1","","en","","","","","","","","An average water softener with 1 cu. ft. of resins should use about 6 lbs. per regeneration to achieve an economical 22,000 grain capacity (hardness in grains divided into grains of capacity results in the gallons of water that can be treated before resins are exhausted). It is strongly recommended that you do not put more than 40kg of water softening salt or potassium chloride in the brine tank at a time.
","256","How much salt should my water softener use?
"
"en","faq_question","1","41","Water Treatment FAQ - add salt","1570210935","1570210977","1","","en","","","","","","","","It depends on how often your system needs to regenerate. The more your softener regenerates, the more salt it will consume. As for the salt level in the brine tank, you can let the salt get down to the point inside the tank where you can see the water just above the salt. When you see water above the salt, it is time to add more. Generally, you will add salt to your brine tank about every 8 weeks.
","256","How often do I need to add salt to the brine tank?
"
"en","faq_question","1","41","Water Treatment FAQ - Silky Shower","1570210983","1570211024","1","","en","","","","","","","","Hard water contains minerals that cause soap to leave a residue. That residue is left behind everywhere the water makes contact (e.g. your hair, your skin, your tub, etc.). With softened water, soap rinses off completely. So what felt “normal” with hard water was actually caused by the friction you felt between your skin and the soapy residue. Your hair, for example, squeaked when you rubbed it when toweling. Remove that residue/friction and it will feel silky because there is no residue left behind. With softened water, you will use less soap/detergent, your hair will have more shine and bounce, your towels will be fluffier and the pores of your skin will not be as clogged with soap.
","256","Why does soft water feel silky in the shower?
"
"en","faq_question","1","41","Water Treatment FAQ - valve operation","1570211028","1570211065","1","","en","","","","","","","","This could be due to many different reasons, such as:


	Valve is not regenerating due to a mechanical problem
	Salt may be bridged (become solid) above water that is at the bottom of the brine tank
	The valve could be failing to draw the brine solution out and if you have a float shut off in the brine tank, it would be preventing the brine tank from overflowing (which it would do if the float was not shut off)
	The brine refill control could be clogged, preventing water from refilling the brine tank


Please contact Customer Care at 1 866-887-5567 if your water softener is not functioning properly.
","256","My valve appears to be operating but the salt is not going down. What could have caused this problem?
"
"en","faq_question","1","41","Water Treatment FAQ - resin","1570211070","1570211099","1","","en","","","","","","","","With the proper pretreatment and maintenance, the average water softener will not need its resins replaced in its lifetime (20+ years). It is impossible to accurately determine the life of resin since so many factors contribute to the degradation of the resin itself. Proper pretreatment can be as simple as a sediment filter or as complex as a chemical injection system combined with a multimedia bed. This is determined by having your water tested.
","256","Why do the resins in the water softener tank need to be changed?
"
"en","faq_question","1","41","Water Treatment FAQ - safe water","1570211108","1570211230","1","","en","","","","","","","","No. Your water must be safe to drink before you condition the water with a softener. If you are concerned about the safety of your drinking water, contact your local health department about getting a bacteria test, or full lab analysis on your water.
","256","Will a water softener make my water safe to drink?
"
"en","faq_question","1","41","Water Treatment FAQ - water safety diet","1570211258","1570211351","1","","en","","","","","","","","If you have concerns or are on low sodium diet, consider using a Reverse Osmosis System after your water softener to treat your drinking/cooking water. Please keep in mind that most people’s daily salt intake comes from table salt, processed foods and soft drinks using salt as an ingredient.
","256","Is softened water safe to drink for people on salt-reduced diets?
"
"en","faq_question","1","41","How does a boiler with radiators or radiant floor system work?","1583186330","1583186377","1","","en","","","","","","","","A boiler system is a closed circuit that contains water that circulates throughout the house heating the home’s air.

1. A natural gas or propane high-efficiency boiler will start up when an attached thermostat senses that the temperature has dropped below a preset level.

2. The ignitor ignites and starts heating up the heat exchanger which is a web of copper piping that transfers its heat to water.

3. The heated water is pumped (using an electrically powered pump) throughout the home via radiators or radiant floor systems where the heat radiates to warm the air in the room.

4. As the water travels throughout the home it will start to condense (cools) and when it has gone through all the radiators it travels back to the boiler to be heated up again until the house reaches the temperature set on the thermostat.
","281","How does a boiler with radiators or radiant floor system work?
"
"en","faq_question","1","41","How do radiators work?","1583186385","1583186459","1","","en","","","","","","","","Radiators contain a copper pipe that is bent back and forth many times to create a large surface area. When the screw on the bottom of the rad is open, the water flows through the copper pipe and heats up the air in the room. If the screw is closed, the hot water flows through a pipe through the bottom, bypassing the upper part of the radiator and moving to the next radiator.
","281","How do radiators work?
"
"en","faq_question","1","41","What does a boiler cost?","1583186464","1626893933","1","","en","","","","","","","","The average price range of a typical new natural gas or propane high-efficiency boiler in Ontario starts from $8,000. This price includes standard installation from a fully-insured, licensed company, at least a one year warranty and all required licenses for installation.

The cost of a new boiler is dependent on four factors:


	Environmental choices, including energy efficiency, and comfort-enhancing options.
	Personal choices including extended warranties, maintenance plans and guarantees.
	Technical requirements including the size of the home, floor plan, number of stories, existing radiators and BTU load.
	Code requirements including safety, licensing and building code requirements.


To get an accurate, no-surprises, no-obligation quote, contact us at 1-855-619-7701.
","281","How much does a boiler cost?
"
"en","faq_question","1","41","What is the lifespan of a boiler?","1583186633","1583186676","1","","en","","","","","","","","The average lifecycle of a boiler is typically between 13 and 17 years but age is not the only factor to consider. Other reasons to replace your boiler include safety, frequency of breakdowns, quality of installation and improper sizing.
","281","What is the lifespan of a boiler?
"
"en","faq_question","1","41","What size boiler do I need?","1583186941","1583187075","1","","en","","","","","","","","Every home is unique and a number of factors impact the boiler size needed, including the size and age of your home, how many windows your home has, insulation, and specific homeowner requirements. To make sure you get the boiler size that best suits your needs, it’s crucial to have a professional visit your home to complete an evaluation to calculate heat loss and airflow. Incorrect sizing of a boiler may cause a shortened life of the equipment, higher utility costs and diminished comfort because your home is not warming up correctly. Combi boilers are a great space-saving option because of their compact size.
","281","What size boiler do I need?
"
